Índice	Disciplina	Código global	Título
22286	Legislação dos Órgãos	98.4.12.58.1.1.2	Dos Direitos do Advogado
22287	Legislação dos Órgãos	98.4.12.58.1.1.3	Da Inscrição
22288	Legislação dos Órgãos	98.4.12.58.1.1.4	Da Sociedade de Advogados
22289	Legislação dos Órgãos	98.4.12.58.1.1.5	Do Advogado Empregado
22290	Legislação dos Órgãos	98.4.12.58.1.1.6	Dos Honorários Advocatícios
22291	Legislação dos Órgãos	98.4.12.58.1.1.7	Das Incompatibilidades e Impedimentos
22292	Legislação dos Órgãos	98.4.12.58.1.1.8	Da Ética do Advogado
22293	Legislação dos Órgãos	98.4.12.58.1.1.9	Das Infrações e Sanções Disciplinares
22294	Legislação dos Órgãos	98.4.12.58.1.2	Da Ordem dos Advogados do Brasil
22295	Legislação dos Órgãos	98.4.12.58.1.2.1	Dos Fins e da Organização
22296	Legislação dos Órgãos	98.4.12.58.1.2.2	Do Conselho Federal
22297	Legislação dos Órgãos	98.4.12.58.1.2.3	Do Conselho Seccional
22298	Legislação dos Órgãos	98.4.12.58.1.2.4	Da Subseção
22299	Legislação dos Órgãos	98.4.12.58.1.2.5	Da Caixa de Assistência dos Advogados
22300	Legislação dos Órgãos	98.4.12.58.1.2.6	Das Eleições e dos Mandatos
22301	Legislação dos Órgãos	98.4.12.58.1.3	Do Processo na OAB
22302	Legislação dos Órgãos	98.4.12.58.1.3.2	Do Processo Disciplinar
22303	Legislação dos Órgãos	98.4.12.58.1.3.3	Dos Recursos
22304	Legislação dos Órgãos	98.4.12.58.1.4	Das Disposições Gerais e Transitórias
22305	Legislação dos Órgãos	98.4.12.58.2	Código de Ética e Disciplina da OAB
22306	Legislação dos Órgãos	98.4.12.58.3	Regulamento Geral da OAB
22307	Legislação dos Órgãos	98.4.12.58.4	Provimento nº 205/2021 - Dispõe sobre a publicidade e a informação da advocacia
22308	Legislação dos Órgãos	98.4.12.59	Petróleo Brasileiro S.A. - Petrobras
22309	Legislação dos Órgãos	98.4.12.59.1	Legislação Aplicada - Petrobras
22310	Legislação dos Órgãos	98.4.12.60	Polícia Federal - PF
22311	Legislação dos Órgãos	98.4.12.60.1	Legislação Aplicada - PF
22312	Legislação dos Órgãos	98.4.12.61	Polícia Rodoviária Federal - PRF
22313	Legislação dos Órgãos	98.4.12.61.1	Regimento Interno - PRF
22314	Legislação dos Órgãos	98.4.12.61.2	Legislação Aplicada - PRF
22315	Legislação dos Órgãos	98.4.12.62	Presidência da República - PR
22316	Legislação dos Órgãos	98.4.12.62.1	Secretaria da Presidência da República
22317	Legislação dos Órgãos	98.4.12.62.1.1	Legislação Aplicada - Secretaria da Presidência da República
22318	Legislação dos Órgãos	98.4.12.62.2	Secretaria de Administração Pública da Presidência da República - SEDAP/PR
22319	Legislação dos Órgãos	98.4.12.62.2.1	Legislação Aplicada - SEDAP/PR
22320	Legislação dos Órgãos	98.4.12.62.3	Legislação Aplicada - Secretaria de Portos da Presidência da República
22321	Legislação dos Órgãos	98.4.12.62.4	Legislação Aplicada - PR
22322	Legislação dos Órgãos	98.4.12.63	Receita Federal do Brasil - RFB
22323	Legislação dos Órgãos	98.4.12.63.1	Secretaria da Receita Federal - SRF
22324	Legislação dos Órgãos	98.4.12.63.1.1	Legislação Aplicada - Secretaria da Receita Federal
22325	Legislação dos Órgãos	98.4.12.63.2	Legislação Aplicada - Receita Federal do Brasil
22326	Legislação dos Órgãos	98.4.12.64	Secretaria Nacional Antidrogas - SENAD
22327	Legislação dos Órgãos	98.4.12.64.1	Regimento Interno - SENAD
22328	Legislação dos Órgãos	98.4.12.65	Senado Federal - SF
22329	Legislação dos Órgãos	98.4.12.65.1	Legislação Aplicada - Senado Federal
22330	Legislação dos Órgãos	98.4.12.65.2	Regimento Interno - Senado Federal
22331	Legislação dos Órgãos	98.4.12.66	Serviço Brasileiro de Apoio às Micro e Pequenas Empresas - SEBRAE
22332	Legislação dos Órgãos	98.4.12.66.1	Legislação Aplicada - SEBRAE
22333	Legislação dos Órgãos	98.4.12.67	Serviço Federal de Processamento da Dados - SERPRO
22334	Legislação dos Órgãos	98.4.12.67.1	Legislação Aplicada - SERPRO
22335	Legislação dos Órgãos	98.4.12.68	Serviço Nacional de Aprendizagem do Cooperativismo - SESCOOP
22336	Legislação dos Órgãos	98.4.12.68.1	Legislação Aplicada - SESCOOP
22337	Legislação dos Órgãos	98.4.12.69	Serviço Social do Comércio - SESC - Legislação Aplicada
22338	Legislação dos Órgãos	98.4.12.70	Sociedade Brasileira de Cancerologia - SBC
22339	Legislação dos Órgãos	98.4.12.70.1	Legislação Aplicada - SBC
22340	Legislação dos Órgãos	98.4.12.72	Sociedade Brasileira de Pneumologia e Tisiologia para o Manejo da Asma - SBPT
22341	Legislação dos Órgãos	98.4.12.72.1	Legislação Aplicada - SBPT
22342	Legislação dos Órgãos	98.4.12.73	Sociedade Brasileira de Radioterapia - SBRT
22343	Legislação dos Órgãos	98.4.12.73.1	Legislação Aplicada - SBRT
22344	Legislação dos Órgãos	98.4.12.74	Sociedade Brasileira de Reumatologia - SBR
22345	Legislação dos Órgãos	98.4.12.74.1	Legislação Aplicada - SBR
22346	Legislação dos Órgãos	98.4.12.75	Superintendência da Zona Franca de Manaus - Suframa
22347	Legislação dos Órgãos	98.4.12.75.1	Legislação Aplicada - Suframa
22348	Legislação dos Órgãos	98.4.12.76	Superintendência de Seguros Privados - SUSEP
22349	Legislação dos Órgãos	98.4.12.76.1	Legislação Aplicada - SUSEP
22350	Legislação dos Órgãos	98.4.12.77	Superintendência do Desenvolvimento do Centro-Oeste - SUDECO
22351	Legislação dos Órgãos	98.4.12.77.1	Legislação Aplicada - SUDECO
22352	Legislação dos Órgãos	98.4.12.78	Telecomunicações Brasileiras S.A. - Telebrás
22353	Legislação dos Órgãos	98.4.12.78.1	Legislação Aplicada - Telebrás
22354	Legislação dos Órgãos	98.4.12.79	Tribunal de Contas da União - TCU
22355	Legislação dos Órgãos	98.4.12.79.1	Lei Orgânica
22356	Legislação dos Órgãos	98.4.12.79.2	Regimento Interno - TCU
22357	Legislação dos Órgãos	98.4.12.79.3	Legislação Aplicada - TCU
22358	Legislação dos Órgãos	98.4.12.80	Universidade Federal Fluminense - UFF - Legislação Aplicada
22359	Legislação dos Órgãos	98.4.12.81	Superintendência Nacional de Previdência Complementar - PREVIC - Legislação Aplicada
22360	Legislação dos Órgãos	98.4.13	Secretaria de Comunicação Social - SECOM - Legislação Aplicada
22361	Legislação dos Órgãos	98.5	ÓRGÃOS INTERNACIONAIS
22362	Legislação dos Órgãos	98.5.1	American Society for Testing and Materials - ASTM
22363	Legislação dos Órgãos	98.5.1.1	Legislação Aplicada - ASTM
22364	Legislação dos Órgãos	98.5.2	Associação Americana do Coração (American Heart Association)
22365	Legislação dos Órgãos	98.5.2.1	Legislação Aplicada - Associação Americana do Coração (American Heart Association)
22366	Legislação dos Órgãos	98.5.3	Comunidade dos Países de Língua Portuguesa - CPLP
22367	Legislação dos Órgãos	98.5.3.1	Legislação Aplicada - CPLP
22368	Legislação dos Órgãos	98.5.4	Comunidade Européia - Legislação Aplicada
22369	Legislação dos Órgãos	98.5.5	Conselho Internacional de Arquivos - CIA
22370	Legislação dos Órgãos	98.5.5.1	Legislação Aplicada - CIA
22371	Legislação dos Órgãos	98.5.6	Conselho Internacional de Museus - ICOM
22372	Legislação dos Órgãos	98.5.6.1	Legislação Aplicada - ICOM
22373	Legislação dos Órgãos	98.5.7	Norma SA 8000
22374	Legislação dos Órgãos	98.5.8	Normas ANSI/NISO
22375	Legislação dos Órgãos	98.5.8.1	ANSI/EIA/TIA
22376	Legislação dos Órgãos	98.5.9	Normas do Comitê das Organizações Patrocinadoras da Comissão Treadway - COSO
22377	Legislação dos Órgãos	98.5.10	Normas IEEE
22378	Legislação dos Órgãos	98.5.11	Normas INTOSAI - International Organization of Supreme Audit Institutions
22379	Legislação dos Órgãos	98.5.12	Normas ISA - Setting the Stardard fo Automation
22380	Legislação dos Órgãos	98.5.13	Normas ISO - International Organization for Standardization
22381	Legislação dos Órgãos	98.5.13.1	ISO 9878
22382	Legislação dos Órgãos	98.5.13.2	ISO 9003
22383	Legislação dos Órgãos	98.5.13.3	ISO 9241
22384	Legislação dos Órgãos	98.5.13.4	ISO 14000
22385	Legislação dos Órgãos	98.5.13.5	ISO 9000
22386	Legislação dos Órgãos	98.5.13.6	ISO 9001
22387	Legislação dos Órgãos	98.5.13.7	ISO 987
22388	Legislação dos Órgãos	98.5.13.8	ISO 17799
22389	Legislação dos Órgãos	98.5.13.9	ISO 45001
22390	Legislação dos Órgãos	98.5.13.10	ISO 14001
22391	Legislação dos Órgãos	98.5.13.11	ISO 9002
22392	Legislação dos Órgãos	98.5.13.13	ISO 19011
22393	Legislação dos Órgãos	98.5.13.16	ISO 14012
22394	Legislação dos Órgãos	98.5.14	Normas ISO/IEC - International Organization for Standardization/International Electrotechnical Commission
22395	Legislação dos Órgãos	98.5.14.1	ISO/IEC 15408
22396	Legislação dos Órgãos	98.5.14.2	ISO/IEC 15999
22397	Legislação dos Órgãos	98.5.14.3	ISO/IEC 17799
22398	Legislação dos Órgãos	98.5.14.4	ISO/IEC 9126
22399	Legislação dos Órgãos	98.5.14.5	ISO/IEC 27004
22400	Legislação dos Órgãos	98.5.14.6	ISO/IEC 17025
22401	Legislação dos Órgãos	98.5.15	Organização das Nações Unidas - ONU - Legislação Aplicada
22402	Legislação dos Órgãos	98.5.16	Organização Internacional do Trabalho - OIT - Legislação Aplicada
22403	Legislação dos Órgãos	98.5.17	Organização Mundial da Saúde - OMS - Legislação Aplicada
22404	Legislação dos Órgãos	98.5.18	Universidade da Integração Internacional da Lusofonia Afro-Brasileira - UNILAB
22405	Legislação dos Órgãos	98.5.18.1	Legislação Aplicada - UNILAB
22406	Legislação Estadual, Distrital e Municipal	99.1	Legislação Estadual e do DF
22407	Legislação Estadual, Distrital e Municipal	99.1.1	Acre - AC
22408	Legislação Estadual, Distrital e Municipal	99.1.1.1	Lei Complementar nº 47/1995 - Institui o Código de Organização e Divisão Judiciárias do Estado do Acre e dá outras providências.
22409	Legislação Estadual, Distrital e Municipal	99.1.1.2	Estatuto dos Servidores Públicos do Estado do Acre
22410	Legislação Estadual, Distrital e Municipal	99.1.1.3	Estatuto dos Militares do Estado do Acre
22411	Legislação Estadual, Distrital e Municipal	99.1.1.4	Lei Complementar 154/2005 - Institui o Regime Próprio de Previdência dos Servidores Públicos do Estado do Acre
22412	Legislação Estadual, Distrital e Municipal	99.1.1.5	Legislação Ambiental do Estado do Acre
22413	Legislação Estadual, Distrital e Municipal	99.1.1.6	Lei Estadual 1.486/2003 - Dispõe sobre a Defesa Sanitária Animal no Estado do Acre
22414	Legislação Estadual, Distrital e Municipal	99.1.1.7	Lei Estadual nº 2.843/2014 - Dispõe sobre a produção, importação, exportação, distribuição, armazenamento, transporte interno, comércio, prestação de serviços, consumo, uso e devolução, recebimento, recolhimento e destinação final das embalagens e das sob
22415	Legislação Estadual, Distrital e Municipal	99.1.1.8	Lei n. 1.289/1999 - Dispõe sobre a inspeção e fiscalização sanitária e industrial dos produtos de origem animal no Estado do Acre
22416	Legislação Estadual, Distrital e Municipal	99.1.1.9	Decreto Estadual n° 8.170/2014 - Regulamenta a Lei nº 2.843, de 9 de janeiro de 2014
22417	Legislação Estadual, Distrital e Municipal	99.1.1.10	Lei nº 2.843/2014 - Dispõe sobre a produção, importação, exportação, distribuição, armazenamento, transporte interno, comércio, prestação de serviços, consumo, uso e devolução, recebimento, recolhimento e destinação final das embalagens e das sobras de ag
22418	Legislação Estadual, Distrital e Municipal	99.1.1.11	Decreto nº 5.027/2010 - Dispõe sobre o Código de Conduta do Servidor com lotação no Instituto de Administração Penitenciária do Acre - IAPEN/AC.
22419	Legislação Estadual, Distrital e Municipal	99.1.1.12	Lei nº 1.805/2006 - Dispõe sobre a fixação de emolumentos devidos pelos atos praticados pelos serviços notariais e de registros e dá outras providências.
22420	Legislação Estadual, Distrital e Municipal	99.1.1.13	Lei nº 12.732/1997 - Dispõe sobre a organização, estrutura e competência do Contencioso Administrativo Tributário, sobre o respectivo processo e dá outras providências.
22421	Legislação Estadual, Distrital e Municipal	99.1.2	Alagoas - AL
22422	Legislação Estadual, Distrital e Municipal	99.1.2.1	Lei nº 5.247/1991 - Institui o Regime Jurídico Único dos Servidores Públicos Civis do Estado de Alagoas
22423	Legislação Estadual, Distrital e Municipal	99.1.2.2	Lei nº 6.161/2000 - Lei do Processo Legislativo Estadual
22424	Legislação Estadual, Distrital e Municipal	99.1.2.3	Lei nº 7.210/2010 - Reestrutura o plano de cargos, carreiras e subsídios do Poder Judiciário do Estado de Alagoas
22425	Legislação Estadual, Distrital e Municipal	99.1.2.4	Estatuto do Magistério Público do Estado de Alagoas
22426	Legislação Estadual, Distrital e Municipal	99.1.2.5	Plano de Cargos e Carreiras do Magistério do Estado de Alagoas
22427	Legislação Estadual, Distrital e Municipal	99.1.2.6	Lei Estadual nº 7.889/2017 - Estabelece normas sobre o plano de cargos, carreiras e salários dos servidores do Poder Judiciário do Estado de Alagoas.
22428	Legislação Estadual, Distrital e Municipal	99.1.2.7	Código de Organização Judiciária do Estado do Alagoas
22429	Legislação Estadual, Distrital e Municipal	99.1.2.8	Lei estadual n.º 6.754/2006 - Institui o Código de Ética do Servidor Público de Alagoas
22430	Legislação Estadual, Distrital e Municipal	99.1.2.9	Lei Estadual nº 6.556/2004 - Fundo Estadual de Combate e Erradição da Pobreza
22431	Legislação Estadual, Distrital e Municipal	99.1.2.10	Legislação Tributária de Alagoas
22432	Legislação Estadual, Distrital e Municipal	99.1.2.10.1	Lei Estadual nº 6.771 - Processo administrativo tributário de Alagoas
22433	Legislação Estadual, Distrital e Municipal	99.1.2.10.2	Lei nº 5.900/1996 - Dispõe sobre o ICMS e sobre prestação de serviços de transporte interestadual, intermunicipal e de comunicação do Alagoas
22434	Legislação Estadual, Distrital e Municipal	99.1.2.10.3	Lei nº 6.555/2004 - Dispõe sobre o tratamento tributário relativo ao Imposto sobre a Propriedade de Veículos Automotores - IPVA.
22435	Legislação Estadual, Distrital e Municipal	99.1.2.10.4	Código Tributário do Estado de Alagoas
22436	Legislação Estadual, Distrital e Municipal	99.1.2.10.5	Lei nº 7.734 / 2015 - Dispõe sobre a exigência do ICMS correspondente à diferença entre a alíquota interna e a interestadual nas operações e prestações interestaduais que destinem bens e serviços a consumidor final não contribuinte do imposto, de que trat
22437	Legislação Estadual, Distrital e Municipal	99.1.2.11	Lei 8.085/2018 - Programa Contribuinte Arretado, concede remissão, anistia e reinstituição de benefícios fiscais do ICMS
22438	Legislação Estadual, Distrital e Municipal	99.1.3	Amazonas - AM
22439	Legislação Estadual, Distrital e Municipal	99.1.3.1	Lei de Organização Judiciária no Estado do Amazonas
22440	Legislação Estadual, Distrital e Municipal	99.1.3.2	Legislação Tributária do Estado do Amazonas
22441	Legislação Estadual, Distrital e Municipal	99.1.3.3	LC 30/2001 - Dispõe sobre o Regime Próprio de Previdência do Estado do Amazonas, estabelece seus Planos de Benefícios e Custeio, cria Órgão Gestor e dá outras providências.
22442	Legislação Estadual, Distrital e Municipal	99.1.3.4	Lei 1.762/1986 - Dispõe sobre o estatuto dos funcionários públicos civis do Estado do Amazonas.
22443	Legislação Estadual, Distrital e Municipal	99.1.3.5	Lei 3.226/2008 - Dispões sobre o plano de cargos, carreiras e salários dos servidores e serventuários dos órgãos do Poder Judiciário do Estado do Amazonas. Estabelece as diretrizes básicas para a administração de pessoal, introduz modificações nas normas
22444	Legislação Estadual, Distrital e Municipal	99.1.3.6	Lei Complementar 53/2007 - Regulamenta o inciso V do artigo 230 e o § 1o; do artigo 231 da Constituição Estadual, institui o
22445	Legislação Estadual, Distrital e Municipal	99.1.3.7	Lei Estadual nº 4.463/ 2017 - Dispõe sobre a concessão da gratuidade e desconto ao idoso no preço das passagens para o transporte rodoviário intermunicipal de passageiros
22446	Legislação Estadual, Distrital e Municipal	99.1.3.8	LC 17/1997 - Lei de Divisão e Organização Judiciária do Estado do Amazonas
22447	Legislação Estadual, Distrital e Municipal	99.1.3.9	Lei Estadual 4.029/2014 - Altera, na forma que especifica, a Lei nº 3.801, de 29 de agosto de 2012
22448	Legislação Estadual, Distrital e Municipal	99.1.3.10	Lei 2.794/2003 - Regula o processo administrativo no âmbito da Administração Pública Estadual.
22449	Legislação Estadual, Distrital e Municipal	99.1.3.11	Lei nº 4.040/2014 - Dispõe sobre a informatização do processo administrativo no âmbito do Poder Executivo Estadual.
22450	Legislação Estadual, Distrital e Municipal	99.1.3.12	Lei n.º 2.869/2003 - Institui o Código de Ética Profissional dos Servidores Públicos Civis e dos Militares do Estado do Amazonas.
22451	Legislação Estadual, Distrital e Municipal	99.1.4	Amapá - AP
22452	Legislação Estadual, Distrital e Municipal	99.1.4.1	Lei Estadual nº 388/1997 - Dispõe sobre os instrumentos de controle do acesso à biodiversidade do Estado do Amapá, e dá outras providências.
22453	Legislação Estadual, Distrital e Municipal	99.1.4.2	Lei nº 915/2005 - Regime Próprio de Previdência do Servidor Público do Estado do Amapá, regulado na Lei nº 915, de 18 de agosto de 2005
22454	Legislação Estadual, Distrital e Municipal	99.1.4.3	Estatuto dos Servidores Públicos Civis do Estado do Amapá - Lei n 66/1993
22455	Legislação Estadual, Distrital e Municipal	99.1.4.4	Legislação Ambiental do Estado do Amapá
22456	Legislação Estadual, Distrital e Municipal	99.1.4.5	Lei n° 0388/97 - Lei Estadual de Proteção e Acesso à Biodiversidade do Amapá %u2013
22457	Legislação Estadual, Distrital e Municipal	99.1.4.6	Lei Estadual nº 1.468/2010 - Institui o Plano de Cargos, Carreiras e Salários da Polícia Técnico- Científica e dá outras providências.
22458	Legislação Estadual, Distrital e Municipal	99.1.4.7	Lei Complementar Estadual nº 110/2018 - Dispõe sobre as terras públicas e devolutas do Estado do Amapá, disciplina sua ocupação e dá outras providências.
22459	Legislação Estadual, Distrital e Municipal	99.1.4.8	Lei estadual nº 400/1997 - Código Tributário do Estado do Amapá
22460	Legislação Estadual, Distrital e Municipal	99.1.4.9	Legislação Aplicada ao Idoso no Estado do Amapá
22461	Legislação Estadual, Distrital e Municipal	99.1.4.10	Lei Estadual nº 1.813/2014 - Dispõe sobre o Regime Próprio de Previdência dos Militares do Estado do Amapá - RPPM - de que trata o art. 42, § 1°, c/c art. 142, § 3°, X, da Constituição Federal, e dá outras providências
22462	Legislação Estadual, Distrital e Municipal	99.1.5	Bahia - BA
22463	Legislação Estadual, Distrital e Municipal	99.1.5.1	Estatuto dos Servidores Públicos do Estado da Bahia - Lei 6.677/94
22464	Legislação Estadual, Distrital e Municipal	99.1.5.2	Lei nº 3.731/1979 - Lei de Organização Judiciária do Estado da Bahia - LOJEB
22465	Legislação Estadual, Distrital e Municipal	99.1.5.3	Lei nº 7.033/1997 - Dispõe sobre o Sistema Estadual de Juizados Especiais Cíveis e Criminais do Estado da Bahia
22466	Legislação Estadual, Distrital e Municipal	99.1.5.4	Lei nº 8.977/2004 - Dispõe sobre o Plano de Carreiras e Vencimentos dos Servidores do Poder Judiciário do Estado da Bahia
22467	Legislação Estadual, Distrital e Municipal	99.1.5.5	Lei nº 9.433/2005 - Lei de Licitações do Estado da Bahia
22468	Legislação Estadual, Distrital e Municipal	99.1.5.6	Resolução nº 220/1992 - Estabelece normas para a apresentação da documentação mensal da receita e despesa e da prestação de contas anual de Prefeituras e Mesas de Câmaras, revoga a Resolução TCM nº 220/92, e dá outras providências.
22469	Legislação Estadual, Distrital e Municipal	99.1.5.7	Resolução nº 352/1998 - Dispõe sobre a fiscalização, pelo Tribunal de Contas dos Municípios, de numerário entregue a servidor, em regime de adiantamento, para o fim de realizar despesas que não possam subordinar-se ao processo normal d
22470	Legislação Estadual, Distrital e Municipal	99.1.5.8	Resolução nº 460/2000 - Dispõe sobre a observância, por parte dos gestores municipais, dos dispositivos da Lei Complementar nº 101/2000, a Lei de Responsabilidade Fiscal, e dá outras providências.
22471	Legislação Estadual, Distrital e Municipal	99.1.5.9	Lei nº 10.549/2006 - Modifica a estrutura organizacional da administração pública do Poder Executivo do estado da Bahia
22472	Legislação Estadual, Distrital e Municipal	99.1.5.10	Legislação Ambiental
22473	Legislação Estadual, Distrital e Municipal	99.1.5.11	Lei estadual nº 12.209/2011 - Dispõe sobre o processo administrativo, no âmbito da Administração direta e das entidades da Administração indireta, regidas pelo regime de direito público, do Estado da Bahia, e dá outras providências.
22474	Legislação Estadual, Distrital e Municipal	99.1.5.12	Lei Estadual nº 12.212/2011 - Modifica a estrutura organizacional e de cargos em comissão da Administração Pública do Poder Executivo Estadual, e dá outras providências.
22475	Legislação Estadual, Distrital e Municipal	99.1.5.13	Lei 10.845/2007 - Dispõe sobre a Organização e Divisão Judiciária do Estado da Bahia, a administração e o funcionamento da Justiça e seus serviços auxiliares.
22476	Legislação Estadual, Distrital e Municipal	99.1.5.14	Lei estadual n. 11.172/2008 - Institui princípios e diretrizes da Política Estadual de Saneamento Básico.
22477	Legislação Estadual, Distrital e Municipal	99.1.5.15	Lei estadual nº 13.182/2014 - Institui o Estatuto da Igualdade Racial e de Combat e à Intolerância Religiosa do Estado da Bahia e dá outras providências.
22478	Legislação Estadual, Distrital e Municipal	99.1.5.16	Lei Estadual nº 6.654/ 1994 -Dispõe sobre a outorga de permissão e concessão para a exploração dos serviços de transporte rodoviário intermunicipal de passageiros e dá outras providências.
22479	Legislação Estadual, Distrital e Municipal	99.1.5.17	Lei Estadual nº 7.314/1998 - Dispõe sobre a criação da Agência Estadual de Regulação de Serviços Públicos de Energia, Transportes e Comunicações da Bahia - AGERBA e dá outras providências.
22480	Legislação Estadual, Distrital e Municipal	99.1.5.18	Lei Estadual nº 12.575/2012 - Dispõe sobre a gratuidade para pessoas com deficiência nos transportes coletivos intermunicipais do Estado da Bahia
22481	Legislação Estadual, Distrital e Municipal	99.1.5.19	Lei Estadual nº 12.044/2011 - Dispõe sobre o Sistema de Transporte Hidroviário Intermunicipal de Passageiros e Veículos do Estado da Bahia - SHI, e dá outras providências,
22482	Legislação Estadual, Distrital e Municipal	99.1.5.20	Lei Estadual nº 11.378/2009 - Dispõe sobre organização, planejamento, fiscalização e poder de polícia do Sistema de Transporte Rodoviário Intermunicipal de Passageiros do Estado da Bahia - SRI
22483	Legislação Estadual, Distrital e Municipal	99.1.5.21	Lei Estadual nº 12.803/ 2013 - Dispõe sobre o uso de aparelhos sonoros ou musicais no interior dos transportes coletivos intermunicipais no âmbito do Estado da Bahia e dá outras providências,
22484	Legislação Estadual, Distrital e Municipal	99.1.5.22	Decreto nº 15.404/2014 - Estabelece normas atinentes às aquisições de bens e contratações de serviços na área de Tecnologia da Informação e Comunicação - TIC a serem adotadas pelos órgãos e entidades da Administração Pública do Poder Executivo Estadual e
22485	Legislação Estadual, Distrital e Municipal	99.1.5.23	Lei n° 8.261/2002 - Estatuto do Magistério Público do Ensino Fundamental e Médio do Estado da Bahia
22486	Legislação Estadual, Distrital e Municipal	99.1.5.24	Lei nº 4.826/89 - Institui o Imposto sobre Transmissão "CAUSA MORTIS" e doação de quaisquer bens ou direitos (ITD).
22487	Legislação Estadual, Distrital e Municipal	99.1.5.25	Decreto nº 7.629/99 - Aprova o Regulamento do Processo Administrativo Fiscal (RPAF)
22488	Legislação Estadual, Distrital e Municipal	99.1.5.26	Lei Estadual nº 3.956/1981 - Código Tributário do Estado da Bahia
22489	Legislação Estadual, Distrital e Municipal	99.1.5.27	Lei n.º 12.929/2013 - Dispõe sobre a Segurança Contra Incêndio e Pânico nas edificações e áreas de risco no Estado da Bahia, cria o Fundo Estadual do Corpo de Bombeiros Militar da Bahia - FUNEBOM, altera a Lei nº 6.896, de 28 de julho de 1995, e dá outras
22490	Legislação Estadual, Distrital e Municipal	99.1.5.28	Lei nº 8.889/2003 - Dispõe sobre a estrutura dos cargos e vencimentos no âmbito do Poder Executivo do Estado da Bahia e dá outras providências
22491	Legislação Estadual, Distrital e Municipal	99.1.6	Ceará - CE
22492	Legislação Estadual, Distrital e Municipal	99.1.6.1	Estatuto dos Funcionários Públicos Civis do Estado do Ceará - Lei nº 9.826/1974.
22493	Legislação Estadual, Distrital e Municipal	99.1.6.2	Estatuto dos Militares Estaduais do Ceará - EME CE
22494	Legislação Estadual, Distrital e Municipal	99.1.6.3	Legislação Agropecuária do Estado do Ceará
22495	Legislação Estadual, Distrital e Municipal	99.1.6.4	Lei nº 12.786/1997 - Institui a Agência Reguladora dos Serviços Públicos Delegados do Estado do Ceará - ARCE
22496	Legislação Estadual, Distrital e Municipal	99.1.6.5	Lei nº 13.066/2000 - Dispõe Sobre a Defesa Sanitária Vegetal
22497	Legislação Estadual, Distrital e Municipal	99.1.6.6	Lei nº 14.144/2008 - Dispõe sobre a obrigatoriedade da notificação, prevenção, controle e erradicação das doenças dos animais domésticos e dá outras providências.
22498	Legislação Estadual, Distrital e Municipal	99.1.6.7	Lei nº 12.075/1993 - Plano de Cargos e Carreiras e do Quadro de Pessoal do Poder Legislativo
22499	Legislação Estadual, Distrital e Municipal	99.1.6.8	Lei nº 14.391/2009 - Institui Normas para Licitação e Contratação de Parcerias Público-Privadas, No âmbito da administração Pública do Estado do Ceará, e dá outras Providências.
22500	Legislação Estadual, Distrital e Municipal	99.1.6.9	Código de Disciplina da Polícia Militar e do Corpo de Bombeiros Militar do Estado do Ceará - CDPMCBMCE
22501	Legislação Estadual, Distrital e Municipal	99.1.6.10	Lei Estadual nº 14.404/2009 - Altera a redação dos Arts 10 e 19 da Lei nº 12.066/1993 e dá outras providências
22502	Legislação Estadual, Distrital e Municipal	99.1.6.11	Código de Segurança contra Incêndio do Estado do Ceará
22503	Legislação Estadual, Distrital e Municipal	99.1.6.12	Código de Organização Judiciária do Estado do Ceará - Lei 12.342/1994
22504	Legislação Estadual, Distrital e Municipal	99.1.6.13	Lei nº 16.397/2017 - Dispõe sobre a organização judiciária do Estado do Ceará.
22505	Legislação Estadual, Distrital e Municipal	99.1.6.14	Lei 12.488/1995 - Dispõe sobre a Política Florestal do Estado do Ceará.
22506	Legislação Estadual, Distrital e Municipal	99.1.6.15	Decreto Estadual nº 31.198/2013 - Dispõe sobre a organização e funcionamento dos comitês setoriais de acesso à informação e dos serviços de informações ao cidadão do Poder Executivo do Estado do Ceará, instituídos pela Lei Estadual nº 15.175
22507	Legislação Estadual, Distrital e Municipal	99.1.6.16	Lei Estadual nº 13.094/2001 - Regula o Sistema de Transporte Rodoviário Intermunicipal de Passageiros do Estado do Ceará
22508	Legislação Estadual, Distrital e Municipal	99.1.6.17	Decreto nº 29.887/2009- Institui o Sistema de Ética e Transparência do Poder Executivo Estadual
22509	Legislação Estadual, Distrital e Municipal	99.1.6.18	Decreto nº 29.687/2009 - Aprova o regulamento dos serviços de transporte rodoviário intermunicipal de passageiros do Estado do Ceará
22510	Legislação Estadual, Distrital e Municipal	99.1.6.19	Legislação sobre Magistério da Educação Básica (MAG)
22511	Legislação Estadual, Distrital e Municipal	99.1.6.20	Lei nº 14.605 /2010 - Dispõe sobre o Fundo Especial de Reaparelhamento e Modernização do Poder Judiciário do Estado do Ceará
22512	Legislação Estadual, Distrital e Municipal	99.1.6.21	Lei nº 16.026/2016 - Plano de Cultura do Estado
22513	Legislação Estadual, Distrital e Municipal	99.1.6.22	Lei nº 10.746/1982 - Sistema Estadual de Documentação e Arquivos (SEDARQ)
22514	Legislação Estadual, Distrital e Municipal	99.1.6.23	Lei nº 12.023/92 - Dispõe sobre o Imposto sobre a Propriedade de Veículos Automotores - IPVA.
